medium;brand;date;time;operator;channel;campaign_name;position_in_break;indexed_gross_rating_point;spotlength;program_before;program_after;program_cat_before;program_cat_after;commercialdescript;flight_description;flight_startdate;flight_enddate;product_type;;pt_tag_on_1;pt_tag_on_2
TV;NL;9/14/2023;8:28:00 PM;Ster;NPO1;TV-NL-televisies-2023-37;First Position;50.54327711;15;journaal 20 uur;ik vertrek;nieuws & actualiteiten;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/16/2023;8:31:00 PM;Ster;NPO2;TV-NL-televisies-2023-37;Second Position;10.732579;15;blauw bloed;langs de ijssel;overige non fictie;non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/13/2023;11:23:00 PM;Ster;NPO3;TV-NL-televisies-2023-37;Any Other Position;0.2615991357;15;mooi meegenomen;waar doen ze het van;overige non fictie;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/17/2023;11:09:00 PM;Ster;NPO3;TV-NL-televisies-2023-37;Second Position;2.43096228;15;hans teeuwen nou lekker dan;all stars en zonen;cabaret & satire;nederlands drama;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/12/2023;8:25:00 PM;Ster;NPO2;TV-NL-televisies-2023-37;Any Other Position;5.745244635;15;per seconde wijzer;opsporing verzocht;amusement;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/12/2023;6:45:00 PM;Ster;NPO1;TV-NL-televisies-2023-37;Second Position;29.4848891;15;eenvandaag;sportjournaal;nieuws & actualiteiten;sportinformatie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/14/2023;7:02:00 PM;Ster;NPO1;TV-NL-televisies-2023-37;Before Last Position;20.77004133;15;sportjournaal;khalid en sophie;sportinformatie;nieuws & actualiteiten;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/11/2023;9:20:00 PM;Ster;NPO1;TV-NL-televisies-2023-37;First Position;16.09569758;15;biohack project;volendam een dorp in de eredivisie;overige non fictie;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/13/2023;8:24:00 PM;Ster;NPO2;TV-NL-televisies-2023-37;Second Position;10.16412319;15;socutera;broeders van rossem;non fictie;non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/12/2023;9:03:00 PM;Ster;NPO1;TV-NL-televisies-2023-37;First Position;29.98401815;15;kvw;we zijn er bijna;overige non fictie;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/15/2023;10:30:00 PM;Ster;NPO1;TV-NL-televisies-2023-37;First Position;10.26160833;15;samen voor marokko;op1;nieuws & actualiteiten;nieuws & actualiteiten;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/12/2023;10:27:00 PM;Ster;NPO1;TV-NL-televisies-2023-37;First Position;25.23682721;15;avondshow met arjen lubach;op1;cabaret & satire;nieuws & actualiteiten;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;;
TV;NL;9/20/2023;7:47:00 PM;Ster;NPO2;TV-NL-televisies-2023-38;First Position;19.13686777;15 + 10;binnenstebuiten;per seconde wijzer;non fictie;amusement;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/18/2023;7:44:00 PM;Ster;NPO2;TV-NL-televisies-2023-38;Any Other Position;9.710373849;15 + 10;binnenstebuiten;per seconde wijzer;non fictie;amusement;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/21/2023;10:07:00 PM;Ster;NPO1;TV-NL-televisies-2023-38;First Position;18.66196213;15 + 10;waar doen ze het van;avondshow met arjen lubach;overige non fictie;cabaret & satire;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/20/2023;7:11:00 PM;Ster;NPO2;TV-NL-televisies-2023-38;Last Position;9.575880358;15 + 10;noord zuid oost west;binnenstebuiten;non fictie;non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/22/2023;10:33:00 PM;Ster;NPO3;TV-NL-televisies-2023-38;Second Position;7.218405252;15 + 10;voetbal nl nb dames;voetbal nl nb dames;sportreportage;sportreportage;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/21/2023;8:19:00 PM;Ster;NPO2;TV-NL-televisies-2023-38;Second Position;8.775811993;15 + 10;per seconde wijzer;frontlinie;amusement;non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/22/2023;10:12:00 PM;Ster;NPO2;TV-NL-televisies-2023-38;Second Position;10.57082975;15 + 10;nieuwsuur;indonesia roept;nieuws & actualiteiten;non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/21/2023;10:19:00 PM;Ster;NPO3;TV-NL-televisies-2023-38;Any Other Position;1.004091127;15 + 10;kult;stagiairs;non fictie;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/18/2023;9:22:00 PM;Ster;NPO1;TV-NL-televisies-2023-38;First Position;11.18373245;15 + 10;biohack project;volendam een dorp in de eredivisie;overige non fictie;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/20/2023;9:19:00 PM;Ster;NPO3;TV-NL-televisies-2023-38;First Position;8.504107761;15 + 10;hunted;met bromet naar hondencursus;amusement;non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/19/2023;8:27:00 PM;Ster;NPO1;TV-NL-televisies-2023-38;Second Position;36.8145146;15 + 10;journaal 20 uur;kvw;nieuws & actualiteiten;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/23/2023;6:47:00 PM;Ster;NPO1;TV-NL-televisies-2023-38;Second Position;31.22520782;15 + 10;eenvandaag;sportjournaal;nieuws & actualiteiten;sportinformatie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/23/2023;8:29:00 PM;Ster;NPO2;TV-NL-televisies-2023-38;Second Position;16.27794395;15 + 10;blauw bloed;langs de ijssel;overige non fictie;non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/18/2023;10:49:00 PM;Ster;NPO3;TV-NL-televisies-2023-38;Any Other Position;1.035653797;15 + 10;louis theroux;beul van twente;overige non fictie;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/19/2023;6:42:00 PM;Ster;NPO1;TV-NL-televisies-2023-38;First Position;41.65816209;15 + 10;eenvandaag;sportjournaal;nieuws & actualiteiten;sportinformatie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/19/2023;10:11:00 PM;Ster;NPO3;TV-NL-televisies-2023-38;Any Other Position;0.9785147697;15 + 10;afhaalchinees;etterglod;overige non fictie;buitenlandse fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/20/2023;11:32:00 PM;Ster;NPO3;TV-NL-televisies-2023-38;Any Other Position;0.4054637858;15 + 10;waar doen ze het van;khalid en sophie;overige non fictie;nieuws & actualiteiten;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/18/2023;7:02:00 PM;Ster;NPO1;TV-NL-televisies-2023-38;Any Other Position;24.71059403;15 + 10;sportjournaal;khalid en sophie;sportinformatie;nieuws & actualiteiten;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/18/2023;10:11:00 PM;Ster;NPO2;TV-NL-televisies-2023-38;Second Position;13.71374502;15 + 10;nieuwsuur;in de tbs;nieuws & actualiteiten;overige non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/24/2023;10:42:00 PM;Ster;NPO3;TV-NL-televisies-2023-38;Any Other Position;1.810199663;15 + 10;onzin;all stars en zonen;amusement;nederlands drama;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/24/2023;11:28:00 PM;Ster;NPO1;TV-NL-televisies-2023-38;Any Other Position;11.93577748;15 + 10;journaal laat;autosport f1 gp;nieuws & actualiteiten;sportreportage;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/22/2023;7:45:00 PM;Ster;NPO2;TV-NL-televisies-2023-38;Any Other Position;10.89797181;15 + 10;binnenstebuiten;meldpunt;non fictie;non fictie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;9/24/2023;10:14:00 PM;Ster;NPO1;TV-NL-televisies-2023-38;First Position;22.95334382;15 + 10;wie denk je wel dat je bent;studio voetbal;amusement;sportinformatie;Coolblue_NL_wk37_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk38_televisies_Snelle_beelden_tagon_1;Coolblue_2023_09_Televisies wk 37-38;9/11/2023 0:00:00;9/24/2023 0:00:00;televisies;;televisies;
TV;NL;10/20/2023;9:25:00 PM;Ster;NPO2;TV-NL-televisies-2023-42;Second Position;12.60196953;15 + 10;geknipte gast;nieuwsuur;overige non fictie;nieuws & actualiteiten;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/20/2023;11:12:00 PM;Ster;NPO2;TV-NL-televisies-2023-42;Any Other Position;1.547246955;15 + 10;indonesia roept;walk in;non fictie;buitenlandse fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/16/2023;6:58:00 PM;Ster;NPO1;TV-NL-televisies-2023-42;First Position;26.92539179;15 + 10;sportjournaal;khalid en sophie;sportinformatie;nieuws & actualiteiten;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/22/2023;6:08:00 PM;Ster;NPO2;TV-NL-televisies-2023-42;Second Position;4.459952675;15 + 10;mediastorm;podium klassiek;nieuws & actualiteiten;overige muziek & dans;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/21/2023;8:25:00 PM;Ster;NPO3;TV-NL-televisies-2023-42;Before Last Position;7.987045966;15 + 10;socutera;les disparus de la foret noire;non fictie;buitenlandse fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/21/2023;7:57:00 PM;Ster;NPO2;TV-NL-televisies-2023-42;Second Position;15.18072569;15 + 10;vroege vogels;blauw bloed;overige non fictie;overige non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/20/2023;7:57:00 PM;Ster;NPO1;TV-NL-televisies-2023-42;Before Last Position;40.06945912;15 + 10;khalid en sophie;journaal 20 uur;nieuws & actualiteiten;nieuws & actualiteiten;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/22/2023;10:11:00 PM;Ster;NPO1;TV-NL-televisies-2023-42;Second Position;19.38939356;15 + 10;wie denk je wel dat je bent;studio voetbal;amusement;sportinformatie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/18/2023;6:24:00 PM;Ster;NPO2;TV-NL-televisies-2023-42;First Position;9.027422783;15 + 10;journaal regio;socutera;nieuws & actualiteiten;non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/22/2023;10:43:00 PM;Ster;NPO3;TV-NL-televisies-2023-42;Any Other Position;3.112425316;15 + 10;nadia;onzin;non fictie;amusement;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/17/2023;7:04:00 PM;Ster;NPO1;TV-NL-televisies-2023-42;Last Position;26.8353303;15 + 10;sportjournaal;khalid en sophie;sportinformatie;nieuws & actualiteiten;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/17/2023;8:22:00 PM;Ster;NPO2;TV-NL-televisies-2023-42;Second Position;10.12981772;15 + 10;met het mes op tafel;opsporing verzocht;amusement;overige non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/19/2023;10:13:00 PM;Ster;NPO1;TV-NL-televisies-2023-42;First Position;51.59878775;15 + 10;dit was het nieuws;avondshow met arjen lubach;cabaret & satire;cabaret & satire;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/20/2023;9:26:00 PM;Ster;NPO1;TV-NL-televisies-2023-42;First Position;32.46129365;15 + 10;flikken rotterdam;dragons den;nederlandse fictie;non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/19/2023;7:48:00 PM;Ster;NPO2;TV-NL-televisies-2023-42;Any Other Position;15.06071099;15 + 10;binnenstebuiten;met het mes op tafel;non fictie;amusement;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/21/2023;10:26:00 PM;Ster;NPO1;TV-NL-televisies-2023-42;First Position;17.82751611;15 + 10;hotel hollandia;studio sport eredivisie;non fictie;sportinformatie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk42_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/29/2023;10:21:00 PM;Ster;NPO1;TV-NL-televisies-2023-43;First Position;16.15782792;15 + 10;grote groene idee;studio voetbal;overige non fictie;sportinformatie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/25/2023;7:54:00 PM;Ster;NPO1;TV-NL-televisies-2023-43;Any Other Position;23.93075068;15 + 10;khalid en sophie;journaal 20 uur;nieuws & actualiteiten;nieuws & actualiteiten;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/23/2023;9:20:00 PM;Ster;NPO1;TV-NL-televisies-2023-43;First Position;12.30502482;15 + 10;biohack project;volendam een dorp in de eredivisie;overige non fictie;overige non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/25/2023;7:47:00 PM;Ster;NPO2;TV-NL-televisies-2023-43;Any Other Position;11.11861237;15 + 10;binnenstebuiten;dorrestijn en het regenworm dilemma;non fictie;overige non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/23/2023;6:25:00 PM;Ster;NPO2;TV-NL-televisies-2023-43;Any Other Position;8.261233449;15 + 10;journaal regio;mijn vlakke land;nieuws & actualiteiten;overige non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/27/2023;10:50:00 PM;Ster;NPO2;TV-NL-televisies-2023-43;Any Other Position;1.207338258;15 + 10;danny and the americans;walk in;overige non fictie;buitenlandse fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/27/2023;8:11:00 PM;Ster;NPO2;TV-NL-televisies-2023-43;First Position;6.003371022;15 + 10;mijn vlakke land;meldpunt;overige non fictie;non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/25/2023;11:40:00 PM;Ster;NPO2;TV-NL-televisies-2023-43;Last Position;1.225016971;15 + 10;focus;mediastorm;overige non fictie;nieuws & actualiteiten;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/27/2023;9:24:00 PM;Ster;NPO2;TV-NL-televisies-2023-43;First Position;19.9241338;15 + 10;2 voor 12;nieuwsuur;amusement;nieuws & actualiteiten;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/27/2023;9:33:00 PM;Ster;NPO3;TV-NL-televisies-2023-43;First Position;28.60777201;15 + 10;nos voetbal nations league nederland - s;nos voetbal nations league nederland - s;overig/onbekend;overig/onbekend;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/24/2023;10:49:00 PM;Ster;NPO2;TV-NL-televisies-2023-43;Any Other Position;3.892784564;15 + 10;stand van nederland koplopers;uur van de wolf;non fictie;overige non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/27/2023;11:54:00 PM;Ster;NPO3;TV-NL-televisies-2023-43;Any Other Position;3.734168314;15 + 10;3 op reis;wereld van dutch design;overige non fictie;non fictie;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
TV;NL;10/26/2023;9:25:00 PM;Ster;NPO2;TV-NL-televisies-2023-43;Second Position;6.188764719;15 + 10;argos;nieuwsuur;non fictie;nieuws & actualiteiten;Coolblue_NL_wk42_televisies_Snelle_beelden_hoofdsp + Coolblue_NL_wk43_televisies_Snelle_beelden_tagon_1;Coolblue_2023_10_Televisies wk 42-43;10/16/2023 0:00:00;10/29/2023 0:00:00;televisies;;televisies;
